accession	nid	size	phylum	genus	species	strain	trophic	pathogenic
AJ300706	AJ300706.1 GI:18087	1348	Microsporidia	Microsporidium	cypselurus		h	p
AJ295322	AJ295322.1 GI:16605	61	Microsporidia	Microsporidium	seriolae		h	p
AF397404	AF397404.2 GI:19424	20	Microsporidia	Microsporidium	sp		h	p
AJ295327	AJ295327.1 GI:16605	43	Microsporidia	Pleistophora	mirandellae		h	p
M21373	M21373.1 GI:343075	322	Phaeophyceae	Pilayella	algae		a	u
AF375994	AF375994.1 GI:16506	437	Planctomycetes	Brocadia	anammoxidans		h	u
AF375995	AF375995.1 GI:16506	502	Planctomycetes	Kuenenia	stuttgartiensis		h	u
X85406	g1054626	757	Proteobacteria	Acetobacter	europaeus		h	u
U60279	g1755058	610	Proteobacteria	Acinetobacter	baumannii		h	n
U60278	g1755059	627	Proteobacteria	Acinetobacter	calcoaceticus		h	n
AF013275	g2827883	485	Proteobacteria	Actinobacillus	seminis		h	p
AF013276	g2827884	562	Proteobacteria	Actinobacillus	seminis		h	p
AF407225	AF407225.1 GI:15217	480	Proteobacteria	Aeromonas	culicicola		h	u
AF407230	AF407230.1 GI:15217	533	Proteobacteria	Aeromonas	culicicola		h	u
AF407222	AF407222.1 GI:15217	467	Proteobacteria	Aeromonas	culicicola		h	u
AF407223	AF407223.1 GI:15217	537	Proteobacteria	Aeromonas	culicicola		h	u
AF407224	AF407224.1 GI:15217	523	Proteobacteria	Aeromonas	culicicola		h	u
AF407226	AF407226.1 GI:15217	525	Proteobacteria	Aeromonas	culicicola		h	u
AF407227	AF407227.1 GI:15217	524	Proteobacteria	Aeromonas	culicicola		h	u
AF407228	AF407228.1 GI:15217	525	Proteobacteria	Aeromonas	culicicola		h	u
AF407229	AF407229.1 GI:15217	539	Proteobacteria	Aeromonas	culicicola		h	u
AF407231	AF407231.1 GI:15217	483	Proteobacteria	Aeromonas	culicicola		h	u
AF338177	AF338177.1 GI:13447	681	Proteobacteria	Afipia	felis		h	u
U28505	g1143912	1273	Proteobacteria	Agrobacterium	vitis		h	p
AF263556	AF263556.1 GI:85756	527	Proteobacteria	Aphalaroida	endosymbiont		h	u
AF083211	g3550317	544	Proteobacteria	Azotobacter	chroococcum		h	u
AF083212	g3550318	538	Proteobacteria	Azotobacter	salinestris		h	u
AF079808	g4574150	533	Proteobacteria	Azotobacter	vinelandii		h	u
AF263557	AF263557.1 GI:85756	185	Proteobacteria	Bactericera	endosymbiont		h	u
AF312506	AF312506.1 GI:15277	1217	Proteobacteria	Bartonella	alsatica		h	p
AF442954	AF442954.1 GI:17105	1304	Proteobacteria	Bartonella	doshiae		h	u
AF442953	AF442953.1 GI:17105	1382	Proteobacteria	Bartonella	grahamii		h	p
AF312490	AF312490.1 GI:15277	512	Proteobacteria	Bartonella	koehlerae		h	u
L35100	g984024	1211	Proteobacteria	Bartonella	quintana		h	u
AF312505	AF312505.1 GI:15277	1070	Proteobacteria	Bartonella	tribocorum		h	u
AF312504	AF312504.1 GI:15277	700	Proteobacteria	Bartonella	vinsonii		h	u
AF312503	AF312503.1 GI:15277	401	Proteobacteria	Bartonella	vinsonii		h	u
AF442952	AF442952.1 GI:17105	710	Proteobacteria	Bartonella	vinsonii		h	u
AF338176	AF338176.1 GI:13447	1048	Proteobacteria	Blastobacter	denitrificans		h	u
AF263558	AF263558.1 GI:85756	536	Proteobacteria	Blastopsylla	occidentalis		h	u
U35000	U35000.2 GI:6478821	809	Proteobacteria	Bradyrhizobium	elkanii		h	n
U69638	U69638.2 GI:6478822	791	Proteobacteria	Bradyrhizobium	japonicum		h	n
Z35330	g515768	808	Proteobacteria	Bradyrhizobium	japonicum		h	n
X95889	g1208508	765	Proteobacteria	Brucella	abortus		h	p
AF220147	AF220147.1 GI:69798	866	Proteobacteria	Brucella	melitensis		h	p
AF220148	AF220148.1 GI:69798	766	Proteobacteria	Brucella	melitensis		h	p
AF220149	AF220149.1 GI:69798	766	Proteobacteria	Brucella	melitensis		h	p
X95890	g1208509	765	Proteobacteria	Brucella	melitensis		h	p
X95891	g1208510	765	Proteobacteria	Brucella	suis		h	u
AF263559	AF263559.1 GI:85756	292	Proteobacteria	Cacopsylla	endosymbiont		h	u
AF263560	AF263560.1 GI:85757	376	Proteobacteria	Calophya	endosymbiont		h	u
AF074841	g4322245	632	Proteobacteria	Campylobacter	lari		h	p
AF280097	AF280097.1 GI:14028	28	Proteobacteria	Carsonella	ruddii		h	u
X78986	g475887	517	Proteobacteria	Coxiella	burnetii		h	u
U26683	g973206	536	Proteobacteria	Dichelobacter	nodosus		h	u
AF000721	AF000721.1 GI:64658	585	Proteobacteria	Ehrlichia	chaffeensis		h	p
AF000722	AF000722.1 GI:64658	585	Proteobacteria	Ehrlichia	sp		h	p
AF000723	AF000723.1 GI:64658	901	Proteobacteria	Ehrlichia	sp		h	p
AJ010486	g4753710	350	Proteobacteria	Enterobacter	pyrinus		h	p
AF290418	AF290418.1 GI:99315	1031	Proteobacteria	Erwinia	amylovora		h	p
AF290419	AF290419.1 GI:99315	726	Proteobacteria	Erwinia	amylovora		h	p
AJ010485	g4753688	386	Proteobacteria	Erwinia	amylovora		h	p
AJ009930	g4753709	372	Proteobacteria	Erwinia	pyrifoliae		h	p
AJ132969	g4775316	372	Proteobacteria	Erwinia	pyrifoliae		h	p
J01695	J01695.1 GI:147581	440	Proteobacteria	Escherichia	coli		h	p
M87049	M87049.1 GI:836656	437	Proteobacteria	Escherichia	coli		h	p
V00348	V00348.1 GI:2073407	540	Proteobacteria	Escherichia	coli		h	p
U70214	U70214.1 GI:1552727	446	Proteobacteria	Escherichia	coli		h	p
K00763	g147590	437	Proteobacteria	Escherichia	coli		h	p
X12420	g40839	353	Proteobacteria	Escherichia	coli		h	p
J01702	g147585	437	Proteobacteria	Escherichia	"coli,"		h	p
AJ007763	g3319916	653	Proteobacteria	Gluconobacter	oxydans		h	u
AF263561	AF263561.1 GI:85757	548	Proteobacteria	Glycaspis	brimblecombei		h	u
U87825	g1899151	560	Proteobacteria	Haemophilus	ducreyi		h	p
L31410	g466487	470	Proteobacteria	Haemophilus	influenzae		h	p
AF141943	AF141943.1 GI:76726	547	Proteobacteria	Haemophilus	parainfluenzae		h	p
AF045561	g3445569	384	Proteobacteria	Haemophilus	parainfluenzae		h	p
AF263562	AF263562.1 GI:85757	501	Proteobacteria	Heteropsylla	endosymbiont		h	u
U61360	U61360.1 GI:1762523	498	Proteobacteria	Liberobacter	africanum		h	u
U61359	U61359.1 GI:1762522	595	Proteobacteria	Liberobacter	asiaticum		h	u
AF293375	AF293375.1 GI:11321	674	Proteobacteria	Methylobacterium	extorquens		h	u
AF338180	AF338180.1 GI:13447	665	Proteobacteria	Methylobacterium	extorquens		h	u
AF338181	AF338181.1 GI:13447	732	Proteobacteria	Methylobacterium	organophilum		h	u
AF338179	AF338179.1 GI:13447	689	Proteobacteria	Methylobacterium	rhodinum		h	u
AF148122	AF148122.1 GI:51392	296	Proteobacteria	Microvirgula	aerodenitrificans		h	u
AF148123	AF148123.1 GI:51392	632	Proteobacteria	Microvirgula	aerodenitrificans		h	u
AF293419	AF293419.1 GI:99316	602	Proteobacteria	Neisseria	gonorrhoeae		h	p
X95892	g1208920	706	Proteobacteria	Ochrobactrum	anthropi		h	u
AF031936	g4104100	481	Proteobacteria	Pasteurella	haemolytica		h	p
U62103	g1575371	318	Proteobacteria	Piscirickettsia	salmonis		h	p
U62104	g1575372	318	Proteobacteria	Piscirickettsia	salmonis		h	p
X65486	g45891	264	Proteobacteria	Plesiomonas	shigelloides		h	u
AF127589	AF127589.1 GI:13270	531	Proteobacteria	Pseudomonas	agarici		h	u
U65012	g1718243	526	Proteobacteria	Pseudomonas	stutzeri		h	u
AF338182	AF338182.1 GI:13447	701	Proteobacteria	Rhodobacter	sphaeroides		h	n
X53853	g46449	665	Proteobacteria	Rhodobacter	sphaeroides		h	n
X53854	g46450	665	Proteobacteria	Rhodobacter	sphaeroides		h	n
X53855	g46451	665	Proteobacteria	Rhodobacter	sphaeroides		h	n
AF184625	AF184625.1 GI:60077	852	Proteobacteria	Rhodopseudomonas	palustris		h	n
AF184626	AF184626.1 GI:60077	802	Proteobacteria	Rhodopseudomonas	palustris		h	n
AF338178	AF338178.1 GI:13447	816	Proteobacteria	Rhodopseudomonas	palustris		h	n
Z96978	g2462665	354	Proteobacteria	Salmonella	enteritidis		h	p
Z96979	g2462666	519	Proteobacteria	Salmonella	enteritidis		h	p
AF325824	AF325824.1 GI:20142	1187	Proteobacteria	Sinorhizobium	medicae		h	u
AF325825	AF325825.1 GI:20142	1156	Proteobacteria	Sinorhizobium	terangae		h	u
U51430	g1669392	469	Proteobacteria	Thiobacillus	cuprinus		h	n
U18089	g604373	436	Proteobacteria	Thiobacillus	ferrooxidans		h	n
X98211	g1431626	487	Proteobacteria	Thiobacillus	sp		h	n
X98209	g1431627	545	Proteobacteria	Thiobacillus	thiooxidans		h	u
AF151220	AF151220.1 GI:71087	415	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151221	AF151221.1 GI:71087	413	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151222	AF151222.1 GI:71087	415	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151223	AF151223.1 GI:71087	415	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151224	AF151224.1 GI:71087	398	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151225	AF151225.1 GI:71087	394	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151226	AF151226.1 GI:71087	394	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151227	AF151227.1 GI:71087	415	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151228	AF151228.1 GI:71087	414	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151229	AF151229.1 GI:71087	415	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151230	AF151230.1 GI:71087	389	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151231	AF151231.1 GI:71087	396	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151232	AF151232.1 GI:71087	415	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151233	AF151233.1 GI:71087	392	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151234	AF151234.1 GI:71087	389	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151235	AF151235.1 GI:71087	392	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151236	AF151236.1 GI:71087	415	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151237	AF151237.1 GI:71087	415	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151238	AF151238.1 GI:71087	415	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151239	AF151239.1 GI:71087	414	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151240	AF151240.1 GI:71087	400	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151241	AF151241.1 GI:71087	401	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151242	AF151242.1 GI:71087	401	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151243	AF151243.1 GI:71087	398	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151244	AF151244.1 GI:71087	398	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151245	AF151245.1 GI:71087	403	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151246	AF151246.1 GI:71087	423	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151247	AF151247.1 GI:71087	400	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151248	AF151248.1 GI:71087	406	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151249	AF151249.1 GI:71088	400	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151250	AF151250.1 GI:71088	356	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151251	AF151251.1 GI:71088	314	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151252	AF151252.1 GI:71088	403	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151253	AF151253.1 GI:71088	398	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151254	AF151254.1 GI:71088	537	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151255	AF151255.1 GI:71088	418	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151256	AF151256.1 GI:71088	416	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151257	AF151257.1 GI:71088	416	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151258	AF151258.1 GI:71088	420	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151259	AF151259.1 GI:71088	398	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151260	AF151260.1 GI:71088	398	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151261	AF151261.1 GI:71088	416	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151262	AF151262.1 GI:71088	414	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151263	AF151263.1 GI:71088	400	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151264	AF151264.1 GI:71088	406	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151265	AF151265.1 GI:71088	398	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151266	AF151266.1 GI:71088	419	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151267	AF151267.1 GI:71088	397	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151268	AF151268.1 GI:71088	397	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151269	AF151269.1 GI:71088	397	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151270	AF151270.1 GI:71088	411	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151271	AF151271.1 GI:71088	414	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151272	AF151272.1 GI:71088	400	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151273	AF151273.1 GI:71088	406	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151274	AF151274.1 GI:71088	416	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151275	AF151275.1 GI:71088	392	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151276	AF151276.1 GI:71088	406	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151277	AF151277.1 GI:71088	411	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151278	AF151278.1 GI:71088	400	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151279	AF151279.1 GI:71088	418	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151280	AF151280.1 GI:71088	397	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151281	AF151281.1 GI:71088	369	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151282	AF151282.1 GI:71088	402	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151283	AF151283.1 GI:71088	400	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151284	AF151284.1 GI:71088	401	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151285	AF151285.1 GI:71088	369	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151286	AF151286.1 GI:71088	396	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151287	AF151287.1 GI:71088	399	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151288	AF151288.1 GI:71088	397	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151289	AF151289.1 GI:71088	398	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151290	AF151290.1 GI:71088	396	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151291	AF151291.1 GI:71088	400	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151292	AF151292.1 GI:71088	401	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151293	AF151293.1 GI:71088	401	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151294	AF151294.1 GI:71088	399	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151295	AF151295.1 GI:71088	402	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151296	AF151296.1 GI:71088	406	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151297	AF151297.1 GI:71088	418	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151298	AF151298.1 GI:71088	406	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151299	AF151299.1 GI:71088	409	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF151300	AF151300.1 GI:71088	417	Proteobacteria	uncultured marine alpha	bacterium		h	n
AF413006	AF413006.1 GI:16152	679	Proteobacteria	Vibrio	fluvialis		h	p
U57310	g1373232	375	Proteobacteria	Vibrio	sp		h	p
AF035441	g2665719	493	Proteobacteria	Xanthomonas	arboricola		h	u
AB004285	g2190026	495	Proteobacteria	Xanthomonas	campestris		h	u
AF032904	g2641646	493	Proteobacteria	Xanthomonas	campestris		h	u
AF260971	AF260971.1 GI:19744	560	Proteobacteria	Xanthomonas	codiaei		h	u
AF260972	AF260972.1 GI:19744	494	Proteobacteria	Xanthomonas	fragariae		h	u
AF272834	AF272834.1 GI:14669	952	Proteobacteria	Xylella	fastidiosa		h	p
U76357	g1673565	649	Proteobacteria	Xylophilus	ampelinus		h	u
AF293850	AF293850.1 GI:98024	687	Proteobacteria	Yersinia	enterocolitica		h	p
AF117351	AF117351.1 GI:64782	606	Proteobacteria	Zymomonas	mobilis		h	u
AF117351	AF117351.1 GI:647821	606	Proteobacteria	Zymomonas	mobilis		h	u
AF086792	g3641296	606	Proteobacteria	Zymomonas	mobilis		h	u
X54299	X54299.1 GI:11329	304	Rhodophyta	Antithamnion	sp		a	u
X54300	X54300.1 GI:11347	216	Rhodophyta	Cyanidium	caldarium		a	u
BORBUR001	BORBUR001	3074	Spirochaetes	Borrelia	burgdorferi		h	p
AE001147	AE001147.1 GI:26883	3072	Spirochaetes	Borrelia	burgdorferi		h	p
U03396	g415648	3052	Spirochaetes	Borrelia	burgdorferi		h	p
U29662	g1537011	435	Spirochaetes	Leptonema	illini		h	u
AF378326	AF378326.1 GI:14249	369	Spirochaetes	Treponema	medium		h	u
AF378325	AF378325.1 GI:14249	372	Spirochaetes	Treponema	medium		h	u
U59660	g1399231	293	Spirochaetes	Treponema	pallidum		h	u
U59662	g1399233	303	Spirochaetes	Treponema	pallidum		h	u
TREPAL001	TREPAL001	295	Spirochaetes	Treponema	pallidum		h	u
TREPAL002	TREPAL002	295	Spirochaetes	Treponema	pallidum		h	u
TP0002	TP0002	295	Spirochaetes	Treponema	pallidum		h	u
U59661	g1399232	293	Spirochaetes	Treponema	pallidum		h	u
U59663	g1399234	303	Spirochaetes	Treponema	pallidum		h	u
X15768	X15768.1 GI:11926	265	Stramenopiles	Heterosigma	akashiwo		a	u
AJ274632	AJ274632.1 GI:64533	217	Streptophyta	Cenchrus	bunchy		a	u
X58864	X58864.1 GI:11273	398	Streptophyta	Conopholis	americana		a	u
AF190225	AF190225.1 GI:15986	232	Streptophyta	Fragaria	multicipita		a	u
M21402	M21402.1 GI:340697	0	Streptophyta	Glycine	max		a	u
M37149	M37149.1 GI:343344	2434	Streptophyta	Glycine	max		a	u
Y18052	g3954970	263	Streptophyta	Knautia	arvensis		a	u
X04465	X04465.1 GI:11640	2307	Streptophyta	Marchantia	polymorpha		a	u
AJ431368	AJ431368.1 GI:18996	253	Streptophyta	Momordica	charantia		a	u
V00166	V00166.1 GI:11800	2080	Streptophyta	Nicotiana	tabacum		a	u
X97297	X97297.1 GI:1279616	2861	Streptophyta	Oenothera	argilicola		a	u
X97296	X97296.1 GI:1279619	3001	Streptophyta	Oenothera	atrovirens		a	u
X97292	X97292.1 GI:1279623	2958	Streptophyta	Oenothera	elata		a	u
X97294	X97294.1 GI:1279626	2909	Streptophyta	Oenothera	grandiflora		a	u
X97295	X97295.1 GI:1279629	2523	Streptophyta	Oenothera	lamarckiana		a	u
X97293	X97293.1 GI:1279632	2877	Streptophyta	Oenothera	suavolens		a	u
Z46509	Z46509.1 GI:565041	750	Streptophyta	Orobanche	minor		a	u
AJ250824	AJ250824.1 GI:64340	220	Streptophyta	Sorghum	bunchy		a	u
M21453	M21453.1 GI:343373	2202	Streptophyta	Spinacia	oleracea		a	u
Z00028	Z00028.1 GI:12470	2408	Streptophyta	Zea	mays		a	u
AF422493	AF422493.1 GI:16974	702	unknown	uncultured	bacterium		u	n
AF422494	AF422494.1 GI:16974	543	unknown	uncultured	bacterium		u	n
AF422495	AF422495.1 GI:16974	570	unknown	uncultured	bacterium		u	n
AF422496	AF422496.1 GI:16974	332	unknown	uncultured	bacterium		u	n
AF422497	AF422497.1 GI:16974	610	unknown	uncultured	bacterium		u	n
AF422499	AF422499.1 GI:16974	631	unknown	uncultured	bacterium		u	n
AF422500	AF422500.1 GI:16974	472	unknown	uncultured	bacterium		u	n
AF422501	AF422501.1 GI:16974	631	unknown	uncultured	bacterium		u	n
AF422502	AF422502.1 GI:16974	332	unknown	uncultured	bacterium		u	n
AF422504	AF422504.1 GI:16974	223	unknown	uncultured	bacterium		u	n
AF422505	AF422505.1 GI:16974	334	unknown	uncultured	bacterium		u	n
AF422506	AF422506.1 GI:16974	332	unknown	uncultured	bacterium		u	n
AF422507	AF422507.1 GI:16974	332	unknown	uncultured	bacterium		u	n
AF422509	AF422509.1 GI:16974	0	unknown	uncultured	bacterium		u	n
AF422511	AF422511.1 GI:16974	491	unknown	uncultured	bacterium		u	n
AF422512	AF422512.1 GI:16974	392	unknown	uncultured	bacterium		u	n
AF422515	AF422515.1 GI:16974	431	unknown	uncultured	bacterium		u	n
AF422516	AF422516.1 GI:16974	582	unknown	uncultured	bacterium		u	n
AF422517	AF422517.1 GI:16974	609	unknown	uncultured	bacterium		u	n
AF422519	AF422519.1 GI:16974	456	unknown	uncultured	bacterium		u	n
AF422520	AF422520.1 GI:16974	504	unknown	uncultured	bacterium		u	n
AF422524	AF422524.1 GI:16974	424	unknown	uncultured	bacterium		u	n
AF422526	AF422526.1 GI:16974	565	unknown	uncultured	bacterium		u	n
AF422528	AF422528.1 GI:16974	541	unknown	uncultured	bacterium		u	n
AF422529	AF422529.1 GI:18389	564	unknown	uncultured	bacterium		u	n
AF422531	AF422531.1 GI:18389	541	unknown	uncultured	bacterium		u	n
AF422533	AF422533.1 GI:18389	567	unknown	uncultured	bacterium		u	n
AF422534	AF422534.1 GI:18389	506	unknown	uncultured	bacterium		u	n
AF422535	AF422535.1 GI:18389	439	unknown	uncultured	bacterium		u	n
AF422536	AF422536.1 GI:18389	635	unknown	uncultured	bacterium		u	n
AF422537	AF422537.1 GI:18389	351	unknown	uncultured	bacterium		u	n
AF422540	AF422540.1 GI:18389	490	unknown	uncultured	bacterium		u	n
AF422541	AF422541.1 GI:18389	523	unknown	uncultured	bacterium		u	n
AF422542	AF422542.1 GI:18389	440	unknown	uncultured	bacterium		u	n
AF422543	AF422543.1 GI:18389	440	unknown	uncultured	bacterium		u	n
AF422544	AF422544.1 GI:18389	455	unknown	uncultured	bacterium		u	n
AF422545	AF422545.1 GI:18389	506	unknown	uncultured	bacterium		u	n
AF422546	AF422546.1 GI:18389	647	unknown	uncultured	bacterium		u	n
AF422547	AF422547.1 GI:18389	376	unknown	uncultured	bacterium		u	n
AF422549	AF422549.1 GI:18389	524	unknown	uncultured	bacterium		u	n
AF422551	AF422551.1 GI:18389	616	unknown	uncultured	bacterium		u	n
AF422552	AF422552.1 GI:18389	491	unknown	uncultured	bacterium		u	n
AF422554	AF422554.1 GI:18389	850	unknown	uncultured	bacterium		u	n
AF422556	AF422556.1 GI:18389	440	unknown	uncultured	bacterium		u	n
AF422557	AF422557.1 GI:18389	852	unknown	uncultured	bacterium		u	n
AF422558	AF422558.1 GI:18389	512	unknown	uncultured	bacterium		u	n
AF422560	AF422560.1 GI:18389	511	unknown	uncultured	bacterium		u	n
AF422561	AF422561.1 GI:18389	440	unknown	uncultured	bacterium		u	n
AF422562	AF422562.1 GI:18389	845	unknown	uncultured	bacterium		u	n
AF422563	AF422563.1 GI:18389	486	unknown	uncultured	bacterium		u	n
AF422565	AF422565.1 GI:18389	488	unknown	uncultured	bacterium		u	n
AF422566	AF422566.1 GI:18389	470	unknown	uncultured	bacterium		u	n
AF422567	AF422567.1 GI:18389	495	unknown	uncultured	bacterium		u	n
AF422568	AF422568.1 GI:18389	527	unknown	uncultured	bacterium		u	n
AF422569	AF422569.1 GI:18389	630	unknown	uncultured	bacterium		u	n
AF422570	AF422570.1 GI:18389	850	unknown	uncultured	bacterium		u	n
AF422572	AF422572.1 GI:18389	534	unknown	uncultured	bacterium		u	n
AF422573	AF422573.1 GI:18389	604	unknown	uncultured	bacterium		u	n
AF422574	AF422574.1 GI:18389	511	unknown	uncultured	bacterium		u	n
AF422492	AF422492.1 GI:16974	616	unknown	uncultured	bacterium		u	n
AF422498	AF422498.1 GI:16974	592	unknown	uncultured	bacterium		u	n
AF422503	AF422503.1 GI:16974	544	unknown	uncultured	bacterium		u	n
AF422508	AF422508.1 GI:16974	500	unknown	uncultured	bacterium		u	n
AF422510	AF422510.1 GI:16974	555	unknown	uncultured	bacterium		u	n
